"date","aapl","amzn","fb","goog","ibm","msft","nflx","zm"
"1978-05-24",,,,,15.684751,,,
"1978-05-25",,,,,15.610062,,,
"1978-05-26",,,,,15.580186,,,
"1978-05-30",,,,,15.602593,,,
"1978-05-31",,,,,15.430808,,,
"1978-06-01",,,,,15.363587,,,
"1978-06-02",,,,,15.580186,,,
"1978-06-05",,,,,15.886413,,,
"1978-06-06",,,,,15.893881,,,
"1978-06-07",,,,,15.849068,,,
"1978-06-08",,,,,16.013384,,,
"1978-06-09",,,,,16.073135,,,
"1978-06-12",,,,,16.005915,,,
"1978-06-13",,,,,16.386831,,,
"1978-06-14",,,,,16.200108,,,
"1978-06-15",,,,,16.132887,,,
"1978-06-16",,,,,15.908819,,,
"1978-06-19",,,,,16.088074,,,
"1978-06-20",,,,,15.886413,,,
"1978-06-21",,,,,16.013384,,,
"1978-06-22",,,,,15.916288,,,
"1978-06-23",,,,,15.684751,,,
"1978-06-26",,,,,15.430808,,,
"1978-06-27",,,,,15.587655,,,
"1978-06-28",,,,,15.639938,,,
"1978-06-29",,,,,15.512966,,,
"1978-06-30",,,,,15.371056,,,
"1978-07-03",,,,,15.341181,,,
"1978-07-05",,,,,15.41587,,,
"1978-07-06",,,,,15.438277,,,
"1978-07-07",,,,,15.565249,,,
"1978-07-10",,,,,15.535373,,,
"1978-07-11",,,,,15.460684,,,
"1978-07-12",,,,,15.438277,,,
"1978-07-13",,,,,15.498028,,,
"1978-07-14",,,,,15.983509,,,
"1978-07-17",,,,,15.893881,,,
"1978-07-18",,,,,15.804254,,,
"1978-07-19",,,,,16.117949,,,
"1978-07-20",,,,,16.020853,,,
"1978-07-21",,,,,16.147825,,,
"1978-07-24",,,,,16.192638,,,
"1978-07-25",,,,,16.312141,,,
"1978-07-26",,,,,16.342016,,,
"1978-07-27",,,,,16.506334,,,
"1978-07-28",,,,,16.648243,,,
"1978-07-31",,,,,16.790154,,,
"1978-08-01",,,,,16.67812,,,
"1978-08-02",,,,,17.50717,,,
"1978-08-03",,,,,17.02916,,,
"1978-08-04",,,,,17.238289,,,
"1978-08-07",,,,,17.088909,,,
"1978-08-08",,,,,17.312979,,,
"1978-08-09",,,,,17.253227,,,
"1978-08-10",,,,,17.178537,,,
"1978-08-11",,,,,17.268164,,,
"1978-08-14",,,,,17.245758,,,
"1978-08-15",,,,,17.417543,,,
"1978-08-16",,,,,17.731237,,,
"1978-08-17",,,,,17.641611,,,
"1978-08-18",,,,,17.551985,,,
"1978-08-21",,,,,17.529577,,,
"1978-08-22",,,,,17.716299,,,
"1978-08-23",,,,,17.790989,,,
"1978-08-24",,,,,17.746176,,,
"1978-08-25",,,,,17.761114,,,
"1978-08-28",,,,,17.626673,,,
"1978-08-29",,,,,17.477295,,,
"1978-08-30",,,,,17.50717,,,
"1978-08-31",,,,,17.439951,,,
"1978-09-01",,,,,17.537046,,,
"1978-09-05",,,,,17.985182,,,
"1978-09-06",,,,,17.92543,,,
"1978-09-07",,,,,17.880617,,,
"1978-09-08",,,,,18.194311,,,
"1978-09-11",,,,,17.895554,,,
"1978-09-12",,,,,17.977713,,,
"1978-09-13",,,,,17.626673,,,
"1978-09-14",,,,,17.537046,,,
"1978-09-15",,,,,17.312979,,,
"1978-09-18",,,,,17.268164,,,
"1978-09-19",,,,,17.118786,,,
"1978-09-20",,,,,16.999283,,,
"1978-09-21",,,,,16.969406,,,
"1978-09-22",,,,,16.969406,,,
"1978-09-25",,,,,16.760277,,,
"1978-09-26",,,,,16.790154,,,
"1978-09-27",,,,,16.431644,,,
"1978-09-28",,,,,16.551147,,,
"1978-09-29",,,,,16.551147,,,
"1978-10-02",,,,,16.760277,,,
"1978-10-03",,,,,16.52874,,,
"1978-10-04",,,,,16.849903,,,
"1978-10-05",,,,,16.67065,,,
"1978-10-06",,,,,16.655712,,,
"1978-10-09",,,,,16.909657,,,
"1978-10-10",,,,,16.805092,,,
"1978-10-11",,,,,17.357792,,,
"1978-10-12",,,,,17.148663,,,
"1978-10-13",,,,,17.088909,,,
"1978-10-16",,,,,16.67065,,,
"1978-10-17",,,,,16.67065,,,
"1978-10-18",,,,,16.715464,,,
"1978-10-19",,,,,16.491396,,,
"1978-10-20",,,,,16.558617,,,
"1978-10-23",,,,,16.610899,,,
"1978-10-24",,,,,16.431644,,,
"1978-10-25",,,,,16.356955,,,
"1978-10-26",,,,,16.289736,,,
"1978-10-27",,,,,16.10301,,,
"1978-10-30",,,,,16.312141,,,
"1978-10-31",,,,,15.789316,,,
"1978-11-01",,,,,16.498865,,,
"1978-11-02",,,,,16.095543,,,
"1978-11-03",,,,,16.043261,,,
"1978-11-06",,,,,15.781848,,,
"1978-11-07",,,,,15.669814,,,
"1978-11-08",,,,,15.886413,,,
"1978-11-09",,,,,15.759441,,,
"1978-11-10",,,,,15.751972,,,
"1978-11-13",,,,,15.520435,,,
"1978-11-14",,,,,15.535373,,,
"1978-11-15",,,,,15.445746,,,
"1978-11-16",,,,,15.595124,,,
"1978-11-17",,,,,15.595124,,,
"1978-11-20",,,,,15.759441,,,
"1978-11-21",,,,,15.774379,,,
"1978-11-22",,,,,16.013384,,,
"1978-11-24",,,,,16.095543,,,
"1978-11-27",,,,,16.207577,,,
"1978-11-28",,,,,16.005915,,,
"1978-11-29",,,,,15.864006,,,
"1978-11-30",,,,,16.10301,,,
"1978-12-01",,,,,16.334549,,,
"1978-12-04",,,,,16.356955,,,
"1978-12-05",,,,,16.60343,,,
"1978-12-06",,,,,16.610899,,,
"1978-12-07",,,,,16.491396,,,
"1978-12-08",,,,,16.386831,,,
"1978-12-11",,,,,16.610899,,,
"1978-12-12",,,,,16.491396,,,
"1978-12-13",,,,,16.386831,,,
"1978-12-14",,,,,16.386831,,,
"1978-12-15",,,,,16.45405,,,
"1978-12-18",,,,,16.140356,,,
"1978-12-19",,,,,16.902187,,,
"1978-12-20",,,,,16.991814,,,
"1978-12-21",,,,,16.95447,,,
"1978-12-22",,,,,17.626673,,,
"1978-12-26",,,,,18.493069,,,
"1978-12-27",,,,,18.074808,,,
"1978-12-28",,,,,18.164436,,,
"1978-12-29",,,,,17.835802,,,
"1979-01-02",,,,,18.13456,,,
"1979-01-03",,,,,18.313814,,,
"1979-01-04",,,,,18.224188,,,
"1979-01-05",,,,,18.283939,,,
"1979-01-08",,,,,18.194311,,,
"1979-01-09",,,,,18.283939,,,
"1979-01-10",,,,,18.246593,,,
"1979-01-11",,,,,18.612572,,,
"1979-01-12",,,,,18.687262,,,
"1979-01-15",,,,,18.851578,,,
"1979-01-16",,,,,18.500538,,,
"1979-01-17",,,,,18.537882,,,
"1979-01-18",,,,,18.582697,,,
"1979-01-19",,,,,18.313814,,,
"1979-01-22",,,,,18.612572,,,
"1979-01-23",,,,,18.597633,,,
"1979-01-24",,,,,18.433317,,,
"1979-01-25",,,,,18.642447,,,
"1979-01-26",,,,,18.7022,,,
"1979-01-29",,,,,18.597633,,,
"1979-01-30",,,,,18.642447,,,
"1979-01-31",,,,,18.448256,,,
"1979-02-01",,,,,18.582697,,,
"1979-02-02",,,,,18.418381,,,
"1979-02-05",,,,,18.269001,,,
"1979-02-06",,,,,18.13456,,,
"1979-02-07",,,,,17.835802,,,
"1979-02-08",,,,,17.903023,,,
"1979-02-09",,,,,18.029995,,,
"1979-02-12",,,,,18.321283,,,
"1979-02-13",,,,,18.410912,,,
"1979-02-14",,,,,18.254063,,,
"1979-02-15",,,,,18.418381,,,
"1979-02-16",,,,,18.313814,,,
"1979-02-20",,,,,18.403442,,,
"1979-02-21",,,,,18.283939,,,
"1979-02-22",,,,,18.142029,,,
"1979-02-23",,,,,18.059872,,,
"1979-02-26",,,,,18.164436,,,
"1979-02-27",,,,,17.873148,,,
"1979-02-28",,,,,17.92543,,,
"1979-03-01",,,,,17.985182,,,
"1979-03-02",,,,,17.970243,,,
"1979-03-05",,,,,18.291409,,,
"1979-03-06",,,,,18.156967,,,
"1979-03-07",,,,,18.209249,,,
"1979-03-08",,,,,18.463194,,,
"1979-03-09",,,,,18.388504,,,
"1979-03-12",,,,,18.522945,,,
"1979-03-13",,,,,18.433317,,,
"1979-03-14",,,,,18.373566,,,
"1979-03-15",,,,,18.336222,,,
"1979-03-16",,,,,18.448256,,,
"1979-03-19",,,,,18.560289,,,
"1979-03-20",,,,,18.55282,,,
"1979-03-21",,,,,18.881453,,,
"1979-03-22",,,,,18.881453,,,
"1979-03-23",,,,,18.821701,,,
"1979-03-26",,,,,18.657385,,,
"1979-03-27",,,,,19.165272,,,
"1979-03-28",,,,,18.986017,,,
"1979-03-29",,,,,18.986017,,,
"1979-03-30",,,,,18.851578,,,
"1979-04-02",,,,,18.769419,,,
"1979-04-03",,,,,19.090584,,,
"1979-04-04",,,,,18.971081,,,
"1979-04-05",,,,,19.165272,,,
"1979-04-06",,,,,19.030832,,,
"1979-04-09",,,,,19.060707,,,
"1979-04-10",,,,,19.120459,,,
"1979-04-11",,,,,18.642447,,,
"1979-04-12",,,,,18.62751,,,
"1979-04-16",,,,,18.620041,,,
"1979-04-17",,,,,18.672323,,,
"1979-04-18",,,,,18.642447,,,
"1979-04-19",,,,,18.455725,,,
"1979-04-20",,,,,18.328753,,,
"1979-04-23",,,,,18.522945,,,
"1979-04-24",,,,,18.537882,,,
"1979-04-25",,,,,18.642447,,,
"1979-04-26",,,,,18.455725,,,
"1979-04-27",,,,,18.55282,,,
"1979-04-30",,,,,18.776888,,,
"1979-05-01",,,,,18.859047,,,
"1979-05-02",,,,,19.000956,,,
"1979-05-03",,,,,19.10552,,,
"1979-05-04",,,,,18.597633,,,
"1979-05-07",,,,,18.463194,,,
"1979-05-08",,,,,18.642447,,,
"1979-05-09",,,,,18.508007,,,
"1979-05-10",,,,,18.358627,,,
"1979-05-11",,,,,18.425848,,,
"1979-05-14",,,,,18.403442,,,
"1979-05-15",,,,,18.224188,,,
"1979-05-16",,,,,18.328753,,,
"1979-05-17",,,,,18.493069,,,
"1979-05-18",,,,,18.373566,,,
"1979-05-21",,,,,18.418381,,,
"1979-05-22",,,,,18.463194,,,
"1979-05-23",,,,,18.283939,,,
"1979-05-24",,,,,18.328753,,,
"1979-05-25",,,,,18.328753,,,
"1979-05-29",,,,,18.343691,,,
"1979-05-30",,,,,18.142029,,,
"1979-05-31",,,,,18.164436,,,
"1979-06-01",,,,,18.224188,,,
"1979-06-04",,,,,18.164436,,,
"1979-06-05",,,,,18.612572,,,
"1979-06-06",,,,,18.522945,,,
"1979-06-07",,,,,18.612572,,,
"1979-06-08",,,,,18.493069,,,
"1979-06-11",,,,,18.522945,,,
"1979-06-12",,,,,18.642447,,,
"1979-06-13",,,,,18.015057,,,
"1979-06-14",,,,,17.835802,,,
"1979-06-15",,,,,17.746176,,,
"1979-06-18",,,,,17.387667,,,
"1979-06-19",,,,,17.357792,,,
"1979-06-20",,,,,17.447418,,,
"1979-06-21",,,,,17.566921,,,
"1979-06-22",,,,,17.716299,,,
"1979-06-25",,,,,17.656549,,,
"1979-06-26",,,,,17.387667,,,
"1979-06-27",,,,,17.566921,,,
"1979-06-28",,,,,17.656549,,,
"1979-06-29",,,,,17.537046,,,
"1979-07-02",,,,,17.29804,,,
"1979-07-03",,,,,17.29804,,,
"1979-07-05",,,,,17.238289,,,
"1979-07-06",,,,,17.596798,,,
"1979-07-09",,,,,17.566921,,,
"1979-07-10",,,,,17.268164,,,
"1979-07-11",,,,,17.118786,,,
"1979-07-12",,,,,16.760277,,,
"1979-07-13",,,,,16.730402,,,
"1979-07-16",,,,,16.849903,,,
"1979-07-17",,,,,16.551147,,,
"1979-07-18",,,,,16.610899,,,
"1979-07-19",,,,,16.610899,,,
"1979-07-20",,,,,16.67065,,,
"1979-07-23",,,,,16.521273,,,
"1979-07-24",,,,,16.461519,,,
"1979-07-25",,,,,16.610899,,,
"1979-07-26",,,,,16.371893,,,
"1979-07-27",,,,,16.371893,,,
"1979-07-30",,,,,16.521273,,,
"1979-07-31",,,,,16.67065,,,
"1979-08-01",,,,,16.730402,,,
"1979-08-02",,,,,16.640774,,,
"1979-08-03",,,,,16.461519,,,
"1979-08-06",,,,,16.551147,,,
"1979-08-07",,,,,16.909657,,,
"1979-08-08",,,,,16.581022,,,
"1979-08-09",,,,,16.461519,,,
"1979-08-10",,,,,16.820028,,,
"1979-08-13",,,,,16.790154,,,
"1979-08-14",,,,,16.790154,,,
"1979-08-15",,,,,17.268164,,,
"1979-08-16",,,,,17.118786,,,
"1979-08-17",,,,,17.02916,,,
"1979-08-20",,,,,17.118786,,,
"1979-08-21",,,,,16.939531,,,
"1979-08-22",,,,,16.849903,,,
"1979-08-23",,,,,16.640774,,,
"1979-08-24",,,,,16.640774,,,
"1979-08-27",,,,,16.730402,,,
"1979-08-28",,,,,16.730402,,,
"1979-08-29",,,,,16.640774,,,
"1979-08-30",,,,,16.610899,,,
"1979-08-31",,,,,16.730402,,,
"1979-09-04",,,,,16.40177,,,
"1979-09-05",,,,,16.312141,,,
"1979-09-06",,,,,16.162764,,,
"1979-09-07",,,,,16.192638,,,
"1979-09-10",,,,,16.132887,,,
"1979-09-11",,,,,15.893881,,,
"1979-09-12",,,,,15.83413,,,
"1979-09-13",,,,,15.953633,,,
"1979-09-14",,,,,16.222513,,,
"1979-09-17",,,,,16.371893,,,
"1979-09-18",,,,,16.222513,,,
"1979-09-19",,,,,16.192638,,,
"1979-09-20",,,,,17.02916,,,
"1979-09-21",,,,,16.730402,,,
"1979-09-24",,,,,16.222513,,,
"1979-09-25",,,,,16.40177,,,
"1979-09-26",,,,,16.282267,,,
"1979-09-27",,,,,16.312141,,,
"1979-09-28",,,,,16.192638,,,
"1979-10-01",,,,,16.162764,,,
"1979-10-02",,,,,16.312141,,,
"1979-10-03",,,,,16.312141,,,
"1979-10-04",,,,,16.40177,,,
"1979-10-05",,,,,16.461519,,,
"1979-10-08",,,,,16.10301,,,
"1979-10-09",,,,,15.774379,,,
"1979-10-10",,,,,16.192638,,,
"1979-10-11",,,,,15.893881,,,
"1979-10-12",,,,,15.714627,,,
"1979-10-15",,,,,15.625,,,
"1979-10-16",,,,,15.326243,,,
"1979-10-17",,,,,15.117113,,,
"1979-10-18",,,,,15.027486,,,
"1979-10-19",,,,,14.78848,,,
"1979-10-22",,,,,14.937859,,,
"1979-10-23",,,,,14.99761,,,
"1979-10-24",,,,,14.937859,,,
"1979-10-25",,,,,14.848231,,,
"1979-10-26",,,,,14.878107,,,
"1979-10-29",,,,,14.937859,,,
"1979-10-30",,,,,15.296367,,,
"1979-10-31",,,,,14.907983,,,
"1979-11-01",,,,,15.176864,,,
"1979-11-02",,,,,15.117113,,,
"1979-11-05",,,,,15.087237,,,
"1979-11-06",,,,,14.99761,,,
"1979-11-07",,,,,14.698853,,,
"1979-11-08",,,,,14.78848,,,
"1979-11-09",,,,,14.758604,,,
"1979-11-12",,,,,15.027486,,,
"1979-11-13",,,,,14.878107,,,
"1979-11-14",,,,,14.937859,,,
"1979-11-15",,,,,14.937859,,,
"1979-11-16",,,,,14.818356,,,
"1979-11-19",,,,,14.78848,,,
"1979-11-20",,,,,14.728728,,,
"1979-11-21",,,,,14.728728,,,
"1979-11-23",,,,,14.818356,,,
"1979-11-26",,,,,15.445746,,,
"1979-11-27",,,,,15.41587,,,
"1979-11-28",,,,,15.714627,,,
"1979-11-29",,,,,15.714627,,,
"1979-11-30",,,,,15.595124,,,
"1979-12-03",,,,,15.535373,,,
"1979-12-04",,,,,15.625,,,
"1979-12-05",,,,,15.714627,,,
"1979-12-06",,,,,16.073135,,,
"1979-12-07",,,,,15.923757,,,
"1979-12-10",,,,,15.864006,,,
"1979-12-11",,,,,15.684751,,,
"1979-12-12",,,,,15.595124,,,
"1979-12-13",,,,,15.535373,,,
"1979-12-14",,,,,15.774379,,,
"1979-12-17",,,,,15.625,,,
"1979-12-18",,,,,15.296367,,,
"1979-12-19",,,,,15.385994,,,
"1979-12-20",,,,,15.565249,,,
"1979-12-21",,,,,15.296367,,,
"1979-12-24",,,,,15.505497,,,
"1979-12-26",,,,,15.505497,,,
"1979-12-27",,,,,15.475621,,,
"1979-12-28",,,,,15.356119,,,
"1979-12-31",,,,,15.385994,,,
"1980-01-02",,,,,14.937859,,,
"1980-01-03",,,,,15.176864,,,
"1980-01-04",,,,,15.146989,,,
"1980-01-07",,,,,15.087237,,,
"1980-01-08",,,,,16.10301,,,
"1980-01-09",,,,,15.625,,,
"1980-01-10",,,,,16.132887,,,
"1980-01-11",,,,,16.013384,,,
"1980-01-14",,,,,15.983509,,,
"1980-01-15",,,,,16.760277,,,
"1980-01-16",,,,,16.730402,,,
"1980-01-17",,,,,16.551147,,,
"1980-01-18",,,,,16.640774,,,
"1980-01-21",,,,,16.491396,,,
"1980-01-22",,,,,16.491396,,,
"1980-01-23",,,,,17.02916,,,
"1980-01-24",,,,,16.87978,,,
"1980-01-25",,,,,16.760277,,,
"1980-01-28",,,,,16.969406,,,
"1980-01-29",,,,,16.820028,,,
"1980-01-30",,,,,16.820028,,,
"1980-01-31",,,,,16.40177,,,
"1980-02-01",,,,,16.581022,,,
"1980-02-04",,,,,16.521273,,,
"1980-02-05",,,,,16.640774,,,
"1980-02-06",,,,,16.342016,,,
"1980-02-07",,,,,16.043261,,,
"1980-02-08",,,,,16.073135,,,
"1980-02-11",,,,,15.953633,,,
"1980-02-12",,,,,16.461519,,,
"1980-02-13",,,,,16.581022,,,
"1980-02-14",,,,,16.282267,,,
"1980-02-15",,,,,16.162764,,,
"1980-02-19",,,,,16.013384,,,
"1980-02-20",,,,,16.073135,,,
"1980-02-21",,,,,15.83413,,,
"1980-02-22",,,,,15.774379,,,
"1980-02-25",,,,,15.565249,,,
"1980-02-26",,,,,15.535373,,,
"1980-02-27",,,,,14.818356,,,
"1980-02-28",,,,,15.146989,,,
"1980-02-29",,,,,15.176864,,,
"1980-03-03",,,,,14.99761,,,
"1980-03-04",,,,,15.117113,,,
"1980-03-05",,,,,14.818356,,,
"1980-03-06",,,,,14.609226,,,
"1980-03-07",,,,,14.57935,,,
"1980-03-10",,,,,14.728728,,,
"1980-03-11",,,,,14.878107,,,
"1980-03-12",,,,,14.668977,,,
"1980-03-13",,,,,14.37022,,,
"1980-03-14",,,,,14.310468,,,
"1980-03-17",,,,,14.131214,,,
"1980-03-18",,,,,14.250717,,,
"1980-03-19",,,,,14.071463,,,
"1980-03-20",,,,,13.922084,,,
"1980-03-21",,,,,13.563576,,,
"1980-03-24",,,,,12.936185,,,
"1980-03-25",,,,,13.085564,,,
"1980-03-26",,,,,12.667304,,,
"1980-03-27",,,,,13.74283,,,
"1980-03-28",,,,,13.354446,,,
"1980-03-31",,,,,13.32457,,,
"1980-04-01",,,,,13.11544,,,
"1980-04-02",,,,,13.264818,,,
"1980-04-03",,,,,13.11544,,,
"1980-04-07",,,,,12.756931,,,
"1980-04-08",,,,,12.786807,,,
"1980-04-09",,,,,13.055688,,,
"1980-04-10",,,,,12.966061,,,
"1980-04-11",,,,,12.786807,,,
"1980-04-14",,,,,12.667304,,,
"1980-04-15",,,,,12.428298,,,
"1980-04-16",,,,,12.219168,,,
"1980-04-17",,,,,12.249044,,,
"1980-04-18",,,,,12.249044,,,
"1980-04-21",,,,,12.249044,,,
"1980-04-22",,,,,12.876434,,,
"1980-04-23",,,,,12.786807,,,
"1980-04-24",,,,,12.846558,,,
"1980-04-25",,,,,13.234943,,,
"1980-04-28",,,,,13.025813,,,
"1980-04-29",,,,,13.11544,,,
"1980-04-30",,,,,13.11544,,,
"1980-05-01",,,,,12.995937,,,
"1980-05-02",,,,,12.90631,,,
"1980-05-05",,,,,13.234943,,,
"1980-05-06",,,,,13.11544,,,
"1980-05-07",,,,,13.175191,,,
"1980-05-08",,,,,12.876434,,,
"1980-05-09",,,,,12.458174,,,
"1980-05-12",,,,,12.48805,,,
"1980-05-13",,,,,12.727055,,,
"1980-05-14",,,,,12.667304,,,
"1980-05-15",,,,,12.547801,,,
"1980-05-16",,,,,12.667304,,,
"1980-05-19",,,,,12.756931,,,
"1980-05-20",,,,,12.607553,,,
"1980-05-21",,,,,12.637428,,,
"1980-05-22",,,,,12.846558,,,
"1980-05-23",,,,,13.085564,,,
"1980-05-27",,,,,13.205067,,,
"1980-05-28",,,,,13.473948,,,
"1980-05-29",,,,,12.995937,,,
"1980-05-30",,,,,13.234943,,,
"1980-06-02",,,,,13.384321,,,
"1980-06-03",,,,,13.473948,,,
"1980-06-04",,,,,13.892208,,,
"1980-06-05",,,,,13.623327,,,
"1980-06-06",,,,,13.653203,,,
"1980-06-09",,,,,13.563576,,,
"1980-06-10",,,,,13.74283,,,
"1980-06-11",,,,,13.862333,,,
"1980-06-12",,,,,13.862333,,,
"1980-06-13",,,,,14.071463,,,
"1980-06-16",,,,,14.429971,,,
"1980-06-17",,,,,14.071463,,,
"1980-06-18",,,,,14.250717,,,
"1980-06-19",,,,,13.832457,,,
"1980-06-20",,,,,13.832457,,,
"1980-06-23",,,,,14.071463,,,
"1980-06-24",,,,,14.190966,,,
"1980-06-25",,,,,14.280593,,,
"1980-06-26",,,,,14.16109,,,
"1980-06-27",,,,,14.280593,,,
"1980-06-30",,,,,14.041587,,,
"1980-07-01",,,,,14.220841,,,
"1980-07-02",,,,,14.489723,,,
"1980-07-03",,,,,14.609226,,,
"1980-07-07",,,,,14.818356,,,
"1980-07-08",,,,,14.758604,,,
"1980-07-09",,,,,14.698853,,,
"1980-07-10",,,,,14.728728,,,
"1980-07-11",,,,,14.99761,,,
"1980-07-14",,,,,15.535373,,,
"1980-07-15",,,,,15.236616,,,
"1980-07-16",,,,,15.356119,,,
"1980-07-17",,,,,15.684751,,,
"1980-07-18",,,,,15.565249,,,
"1980-07-21",,,,,15.774379,,,
"1980-07-22",,,,,15.565249,,,
"1980-07-23",,,,,15.505497,,,
"1980-07-24",,,,,15.475621,,,
"1980-07-25",,,,,15.385994,,,
"1980-07-28",,,,,15.535373,,,
"1980-07-29",,,,,15.565249,,,
"1980-07-30",,,,,15.654876,,,
"1980-07-31",,,,,15.595124,,,
"1980-08-01",,,,,15.565249,,,
"1980-08-04",,,,,15.475621,,,
"1980-08-05",,,,,15.356119,,,
"1980-08-06",,,,,15.684751,,,
"1980-08-07",,,,,15.714627,,,
"1980-08-08",,,,,15.595124,,,
"1980-08-11",,,,,15.953633,,,
"1980-08-12",,,,,15.953633,,,
"1980-08-13",,,,,15.953633,,,
"1980-08-14",,,,,16.461519,,,
"1980-08-15",,,,,16.431644,,,
"1980-08-18",,,,,15.864006,,,
"1980-08-19",,,,,15.774379,,,
"1980-08-20",,,,,15.983509,,,
"1980-08-21",,,,,16.132887,,,
"1980-08-22",,,,,16.10301,,,
"1980-08-25",,,,,16.043261,,,
"1980-08-26",,,,,15.953633,,,
"1980-08-27",,,,,15.744503,,,
"1980-08-28",,,,,15.535373,,,
"1980-08-29",,,,,15.654876,,,
"1980-09-02",,,,,15.804254,,,
"1980-09-03",,,,,16.132887,,,
"1980-09-04",,,,,15.923757,,,
"1980-09-05",,,,,15.893881,,,
"1980-09-08",,,,,15.356119,,,
"1980-09-09",,,,,15.804254,,,
"1980-09-10",,,,,15.714627,,,
"1980-09-11",,,,,15.864006,,,
"1980-09-12",,,,,15.744503,,,
"1980-09-15",,,,,15.804254,,,
"1980-09-16",,,,,15.684751,,,
"1980-09-17",,,,,16.073135,,,
"1980-09-18",,,,,15.893881,,,
"1980-09-19",,,,,16.013384,,,
"1980-09-22",,,,,16.282267,,,
"1980-09-23",,,,,15.983509,,,
"1980-09-24",,,,,16.132887,,,
"1980-09-25",,,,,15.804254,,,
"1980-09-26",,,,,15.445746,,,
"1980-09-29",,,,,15.236616,,,
"1980-09-30",,,,,15.326243,,,
"1980-10-01",,,,,15.445746,,,
"1980-10-02",,,,,15.625,,,
"1980-10-03",,,,,15.83413,,,
"1980-10-06",,,,,16.25239,,,
"1980-10-07",,,,,16.192638,,,
"1980-10-08",,,,,16.730402,,,
"1980-10-09",,,,,16.760277,,,
"1980-10-10",,,,,16.551147,,,
"1980-10-13",,,,,16.849903,,,
"1980-10-14",,,,,16.67065,,,
"1980-10-15",,,,,16.820028,,,
"1980-10-16",,,,,16.40177,,,
"1980-10-17",,,,,16.25239,,,
"1980-10-20",,,,,16.371893,,,
"1980-10-21",,,,,16.25239,,,
"1980-10-22",,,,,16.192638,,,
"1980-10-23",,,,,15.744503,,,
"1980-10-24",,,,,15.923757,,,
"1980-10-27",,,,,15.804254,,,
"1980-10-28",,,,,15.923757,,,
"1980-10-29",,,,,15.654876,,,
"1980-10-30",,,,,15.565249,,,
"1980-10-31",,,,,15.923757,,,
"1980-11-03",,,,,16.132887,,,
"1980-11-05",,,,,16.371893,,,
"1980-11-06",,,,,15.893881,,,
"1980-11-07",,,,,16.043261,,,
"1980-11-10",,,,,16.073135,,,
"1980-11-11",,,,,16.043261,,,
"1980-11-12",,,,,16.939531,,,
"1980-11-13",,,,,17.02916,,,
"1980-11-14",,,,,17.118786,,,
"1980-11-17",,,,,17.118786,,,
"1980-11-18",,,,,17.208412,,,
"1980-11-19",,,,,17.059034,,,
"1980-11-20",,,,,17.208412,,,
"1980-11-21",,,,,16.820028,,,
"1980-11-24",,,,,16.820028,,,
"1980-11-25",,,,,16.610899,,,
"1980-11-26",,,,,16.431644,,,
"1980-11-28",,,,,16.282267,,,
"1980-12-01",,,,,15.893881,,,
"1980-12-02",,,,,16.222513,,,
"1980-12-03",,,,,16.25239,,,
"1980-12-04",,,,,16.342016,,,
"1980-12-05",,,,,16.132887,,,
"1980-12-08",,,,,15.864006,,,
"1980-12-09",,,,,15.804254,,,
"1980-12-10",,,,,15.236616,,,
"1980-12-11",,,,,15.41587,,,
"1980-12-12",0.128348,,,,15.714627,,,
"1980-12-15",0.121652,,,,15.41587,,,
"1980-12-16",0.112723,,,,15.83413,,,
"1980-12-17",0.115513,,,,15.595124,,,
"1980-12-18",0.118862,,,,15.20674,,,
"1980-12-19",0.126116,,,,15.445746,,,
"1980-12-22",0.132254,,,,16.043261,,,
"1980-12-23",0.137835,,,,16.073135,,,
"1980-12-24",0.145089,,,,16.371893,,,
"1980-12-26",0.158482,,,,16.491396,,,
"1980-12-29",0.160714,,,,16.25239,,,
"1980-12-30",0.156808,,,,16.40177,,,
"1980-12-31",0.152344,,,,16.222513,,,
"1981-01-02",0.154018,,,,16.521273,,,
"1981-01-05",0.15067,,,,16.790154,,,
"1981-01-06",0.143973,,,,17.088909,,,
"1981-01-07",0.137835,,,,16.610899,,,
"1981-01-08",0.135045,,,,16.162764,,,
"1981-01-09",0.142299,,,,16.10301,,,
"1981-01-12",0.141183,,,,15.953633,,,
"1981-01-13",0.136161,,,,15.893881,,,
"1981-01-14",0.136719,,,,15.953633,,,
"1981-01-15",0.139509,,,,15.714627,,,
"1981-01-16",0.138393,,,,15.983509,,,
"1981-01-19",0.146763,,,,15.923757,,,
"1981-01-20",0.142299,,,,15.535373,,,
"1981-01-21",0.145089,,,,15.565249,,,
"1981-01-22",0.146763,,,,15.595124,,,
"1981-01-23",0.146205,,,,15.535373,,,
"1981-01-26",0.143973,,,,15.535373,,,
"1981-01-27",0.142857,,,,15.654876,,,
"1981-01-28",0.138393,,,,15.445746,,,
"1981-01-29",0.133371,,,,15.505497,,,
"1981-01-30",0.126116,,,,15.385994,,,
"1981-02-02",0.118862,,,,15.146989,,,
"1981-02-03",0.123326,,,,15.356119,,,
"1981-02-04",0.12779,,,,15.41587,,,
"1981-02-05",0.12779,,,,15.296367,,,
"1981-02-06",0.128348,,,,15.356119,,,
"1981-02-09",0.121652,,,,15.176864,,,
"1981-02-10",0.121652,,,,15.057361,,,
"1981-02-11",0.117746,,,,14.967734,,,
"1981-02-12",0.116629,,,,14.758604,,,
